local_path,topic,title,authority,published_at,source_url,download_url,retrieved_at,status,content_hash,file_type,bytes
regions/municipalities/beijing/cases/2015-11-24-不胜任工作解除劳动合同需具备法定条件.md,cases,不胜任工作解除劳动合同需具备法定条件,北京市人力资源和社会保障局,2015-11-24,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880191.html,,2026-09-20T22:56:21+08:00,active,e7ec93b24eb570de800321d7116d98dcc5346be0f0c8c9e032df0ebdf0ff344e,markdown,1799
regions/municipalities/beijing/cases/2015-12-23-补签劳动合同是否可以索要双倍工资.md,cases,补签劳动合同是否可以索要双倍工资,北京市人力资源和社会保障局,2015-12-23,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880190.html,,2026-09-20T22:56:21+08:00,active,57309c4a76052e9401f504245436f38df8dc55e8c0d4f941ee3ce82666955727,markdown,2062
regions/municipalities/beijing/cases/2016-02-01-违法解除劳动合同的赔偿金与代通知金不能同时适用.md,cases,违法解除劳动合同的赔偿金与代通知金不能同时适用,北京市人力资源和社会保障局,2016-02-01,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880189.html,,2026-09-20T22:56:21+08:00,active,84dac38207743f6d808019df61efcab7c06d2fdf145fd758714033f3d8d93585,markdown,2657
regions/municipalities/beijing/cases/2016-02-23-外籍人士在华就业的劳动合同期限与就业证期限应一致.md,cases,外籍人士在华就业的劳动合同期限与就业证期限应一致,北京市人力资源和社会保障局,2016-02-23,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880188.html,,2026-09-20T22:56:21+08:00,active,88a9d531d1b191312b23d0003b754410d8a83201a1666d7b08e125d7a9fe8c14,markdown,3503
regions/municipalities/beijing/cases/2016-03-30-服务期约定须合法有据.md,cases,服务期约定须合法有据,北京市人力资源和社会保障局,2016-03-30,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880187.html,,2026-09-20T22:56:21+08:00,active,7f7584769b76ab8286c1316f4fa652030758a6265c58a0897b055e47e65a17b6,markdown,4652
regions/municipalities/beijing/cases/2016-04-26-我的工资到底是多少？.md,cases,我的工资到底是多少？,北京市人力资源和社会保障局,2016-04-26,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880186.html,,2026-09-20T22:56:21+08:00,active,004b6db96b5c0a34a431b564a4c55693e02b3d910b2b3dd01fc8dcb1e06ecd74,markdown,3506
regions/municipalities/beijing/cases/2016-05-27-未休年假工资时效适用.md,cases,未休年假工资时效适用,北京市人力资源和社会保障局,2016-05-27,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880185.html,,2026-09-20T22:56:21+08:00,active,1dc70ce58061114cf51be10f1e8052f6be54a214e5500e54be5bc45468fe84b6,markdown,3733
"regions/municipalities/beijing/cases/2016-06-28-合同已签,为何劳动关系未建立？.md",cases,"合同已签,为何劳动关系未建立？",北京市人力资源和社会保障局,2016-06-28,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880184.html,,2026-09-20T22:56:21+08:00,active,b3a06e9fe0a16c22d314077adfccad7fe7b9cdf106333ac314ce6db378c0d9cc,markdown,2412
regions/municipalities/beijing/cases/2016-07-21-约定劳动合同解除条件是否有效？.md,cases,约定劳动合同解除条件是否有效？,北京市人力资源和社会保障局,2016-07-21,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880183.html,,2026-09-20T22:56:21+08:00,active,856fe4ac15cf0ec520ddc0c6e3d37be5c86dc18de21c3b4018fa15a72089f544,markdown,2727
regions/municipalities/beijing/cases/2016-08-12-以客观情况发生重大变化为由解除劳动合同的认定.md,cases,以客观情况发生重大变化为由解除劳动合同的认定,北京市人力资源和社会保障局,2016-08-12,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880182.html,,2026-09-20T22:56:21+08:00,active,615ea7fb2da78e314e2dc09b3bfb251ee1a97cb7fcccc264beab13948364e46f,markdown,3060
regions/municipalities/beijing/cases/2016-09-18-一裁终局审结快，劳动者维权周期短.md,cases,一裁终局审结快，劳动者维权周期短,北京市人力资源和社会保障局,2016-09-18,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880170.html,,2026-09-20T22:56:21+08:00,active,80153fa660758c44ce3a2a371f8093d69d281580fd2b7967ac97c9d66b754008,markdown,2433
regions/municipalities/beijing/cases/2016-09-18-企业内部调整不属订立劳动合同时的客观情况发生重大变化.md,cases,企业内部调整不属订立劳动合同时的客观情况发生重大变化,北京市人力资源和社会保障局,2016-09-18,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880181.html,,2026-09-20T22:56:21+08:00,active,f5f66e73124c705591634841e0b8b2de7e839c8b17560131f3f2374168f6972e,markdown,2395
regions/municipalities/beijing/cases/2016-09-18-劳动者离职后即设立同类业务公司，违反竞业限制义务.md,cases,劳动者离职后即设立同类业务公司，违反竞业限制义务,北京市人力资源和社会保障局,2016-09-18,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880177.html,,2026-09-20T22:56:21+08:00,active,5ea04b2f1214c91e9e87afa8a8120ac40d06783e65a0212c0d1f1c33e118ec9e,markdown,3205
regions/municipalities/beijing/cases/2016-09-18-医疗期内终止劳动合同不合法.md,cases,医疗期内终止劳动合同不合法,北京市人力资源和社会保障局,2016-09-18,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880172.html,,2026-09-20T22:56:21+08:00,active,7d3d518dcb767b90bcf83a101a06f9d905f7f07649490fb6e96b7c82e063814f,markdown,1947
